personnel_id,snapshot_month,training_module_id,training_module_name,training_status,completion_percentage,training_completion_date,training_due_date
P0186,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-18,2024-07-30
P0186,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-04,2024-07-30
P0186,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-05,2024-07-30
P0187,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-30,2024-07-30
P0187,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-03,2024-07-30
P0187,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-05,2024-07-30
P0187,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-25,2024-07-30
P0188,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-11,2024-07-30
P0188,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,89,,2024-07-30
P0188,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-26,2024-07-30
P0188,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-25,2024-07-30
P0189,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-25,2024-07-30
P0189,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-01,2024-07-30
P0189,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-18,2024-07-30
P0189,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-06,2024-07-30
P0190,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-09,2024-07-30
P0190,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-19,2024-07-30
P0190,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-11,2024-07-30
P0190,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-18,2024-07-30
P0191,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-28,2024-07-30
P0191,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,65,,2024-07-30
P0191,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-19,2024-07-30
P0191,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-13,2024-07-30
P0192,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-09,2024-07-30
P0192,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-23,2024-07-30
P0192,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-20,2024-07-30
P0192,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-04,2024-07-30
P0193,2024-07,TRN001,Annual Security Awareness,In Progress,69,,2024-07-30
P0193,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-29,2024-07-30
P0193,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-26,2024-07-30
P0193,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-13,2024-07-30
P0194,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-21,2024-07-30
P0194,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-01,2024-07-30
P0194,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-10,2024-07-30
P0194,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-04,2024-07-30
P0195,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-23,2024-07-30
P0195,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,54,,2024-07-30
P0195,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-19,2024-07-30
P0195,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-24,2024-07-30
P0196,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-17,2024-07-30
P0196,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-28,2024-07-30
P0196,2024-07,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-07-30
P0196,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-15,2024-07-30
P0197,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-08,2024-07-30
P0197,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-04,2024-07-30
P0197,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-02,2024-07-30
P0197,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-17,2024-07-30
P0198,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-03,2024-07-30
P0198,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,59,,2024-07-30
P0198,2024-07,TRN003,Workplace Harassment Prevention,In Progress,62,,2024-07-30
P0198,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-26,2024-07-30
P0199,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-01,2024-07-30
P0199,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-27,2024-07-30
P0199,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-07,2024-07-30
P0199,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-08,2024-07-30
P0200,2024-07,TRN001,Annual Security Awareness,In Progress,58,,2024-07-30
P0200,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-30,2024-07-30
P0200,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-06,2024-07-30
P0200,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-13,2024-07-30
P0201,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-13,2024-07-30
P0201,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-19,2024-07-30
P0201,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-03,2024-07-30
P0201,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-18,2024-07-30
P0202,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-18,2024-07-30
P0202,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-13,2024-07-30
P0202,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-10,2024-07-30
P0202,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-20,2024-07-30
P0203,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-08,2024-07-30
P0203,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-27,2024-07-30
P0203,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-04,2024-07-30
P0203,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-04,2024-07-30
P0204,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-19,2024-07-30
P0204,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-05,2024-07-30
P0204,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-17,2024-07-30
P0204,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-14,2024-07-30
P0205,2024-07,TRN001,Annual Security Awareness,Not Started,0,,2024-07-30
P0205,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-29,2024-07-30
P0205,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-18,2024-07-30
P0205,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-21,2024-07-30
P0206,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-18,2024-07-30
P0206,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-04,2024-07-30
P0206,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-27,2024-07-30
P0206,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-04,2024-07-30
P0207,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-29,2024-07-30
P0207,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-06,2024-07-30
P0207,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-29,2024-07-30
P0207,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-06,2024-07-30
P0208,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-21,2024-07-30
P0208,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-30,2024-07-30
P0208,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-21,2024-07-30
P0208,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-04,2024-07-30
P0209,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-26,2024-07-30
P0209,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-29,2024-07-30
P0209,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-10,2024-07-30
P0209,2024-07,TRN004,Ethics & Compliance Fundamentals,In Progress,30,,2024-07-30
P0210,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-30,2024-07-30
P0210,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-14,2024-07-30
P0210,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-06,2024-07-30
P0210,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-24,2024-07-30
P0211,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-28,2024-07-30
P0211,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-26,2024-07-30
P0211,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-08,2024-07-30
P0211,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-09,2024-07-30
P0212,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-01,2024-07-30
P0212,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-03,2024-07-30
P0212,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-29,2024-07-30
P0212,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-02,2024-07-30
P0213,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-04,2024-07-30
P0213,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-28,2024-07-30
P0213,2024-07,TRN003,Workplace Harassment Prevention,In Progress,89,,2024-07-30
P0213,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-10,2024-07-30
P0214,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-03,2024-07-30
P0214,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-15,2024-07-30
P0214,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-09,2024-07-30
P0214,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-05,2024-07-30
P0215,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-09,2024-07-30
P0215,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-30,2024-07-30
P0215,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-28,2024-07-30
P0215,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-01,2024-07-30
P0216,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-13,2024-07-30
P0216,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-06,2024-07-30
P0216,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-07,2024-07-30
P0216,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-21,2024-07-30
P0217,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-24,2024-07-30
P0217,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,39,,2024-07-30
P0217,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-18,2024-07-30
P0217,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-07,2024-07-30
P0218,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-23,2024-07-30
P0218,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-20,2024-07-30
P0218,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-05,2024-07-30
P0218,2024-07,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-07-30
P0219,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-02,2024-07-30
P0219,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-20,2024-07-30
P0219,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-11,2024-07-30
P0219,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-13,2024-07-30
P0220,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-28,2024-07-30
P0220,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-25,2024-07-30
P0220,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-30,2024-07-30
P0220,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-09,2024-07-30
P0221,2024-07,TRN001,Annual Security Awareness,In Progress,66,,2024-07-30
P0221,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-29,2024-07-30
P0221,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-28,2024-07-30
P0221,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-13,2024-07-30
P0222,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-23,2024-07-30
P0222,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-08,2024-07-30
P0222,2024-07,TRN003,Workplace Harassment Prevention,In Progress,80,,2024-07-30
P0222,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-25,2024-07-30
P0223,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-28,2024-07-30
P0223,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,59,,2024-07-30
P0223,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-25,2024-07-30
P0223,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-14,2024-07-30
P0224,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-22,2024-07-30
P0224,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-21,2024-07-30
P0224,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-16,2024-07-30
P0224,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-25,2024-07-30
P0225,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-10,2024-07-30
P0225,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-29,2024-07-30
P0225,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-10,2024-07-30
P0225,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-28,2024-07-30
P0226,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-03,2024-07-30
P0226,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,71,,2024-07-30
P0226,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-09,2024-07-30
P0226,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-08,2024-07-30
P0227,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-22,2024-07-30
P0227,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-29,2024-07-30
P0227,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-30,2024-07-30
P0227,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-30,2024-07-30
P0228,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-09,2024-07-30
P0228,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-16,2024-07-30
P0228,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-21,2024-07-30
P0228,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-06,2024-07-30
P0229,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-02,2024-07-30
P0229,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-27,2024-07-30
P0229,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-16,2024-07-30
P0229,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-30,2024-07-30
P0230,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-24,2024-07-30
P0230,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-30,2024-07-30
P0230,2024-07,TRN003,Workplace Harassment Prevention,In Progress,38,,2024-07-30
P0230,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-27,2024-07-30
P0231,2024-07,TRN001,Annual Security Awareness,In Progress,27,,2024-07-30
P0231,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-03,2024-07-30
P0231,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-15,2024-07-30
P0231,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-25,2024-07-30
P0232,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-06,2024-07-30
P0232,2024-07,TRN002,Data Protection Essentials (GDPR),In Progress,23,,2024-07-30
P0232,2024-07,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-07-30
P0232,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-13,2024-07-30
P0233,2024-07,TRN001,Annual Security Awareness,In Progress,49,,2024-07-30
P0233,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-25,2024-07-30
P0233,2024-07,TRN003,Workplace Harassment Prevention,In Progress,74,,2024-07-30
P0233,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-12,2024-07-30
P0234,2024-07,TRN001,Annual Security Awareness,Completed,100,2024-07-11,2024-07-30
P0234,2024-07,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-07-25,2024-07-30
P0234,2024-07,TRN003,Workplace Harassment Prevention,Completed,100,2024-07-30,2024-07-30
P0234,2024-07,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-07-28,2024-07-30
P0001,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-22,2024-06-29
P0001,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-17,2024-06-29
P0001,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-10,2024-06-29
P0001,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-29,2024-06-29
P0002,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-26,2024-06-29
P0002,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-24,2024-06-29
P0002,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-15,2024-06-29
P0002,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-04,2024-06-29
P0003,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-07,2024-06-29
P0003,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-19,2024-06-29
P0003,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-24,2024-06-29
P0003,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-27,2024-06-29
P0004,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-11,2024-06-29
P0004,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-23,2024-06-29
P0004,2024-06,TRN003,Workplace Harassment Prevention,In Progress,34,,2024-06-29
P0004,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-16,2024-06-29
P0005,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-22,2024-06-29
P0005,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-22,2024-06-29
P0005,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-08,2024-06-29
P0005,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-05,2024-06-29
P0006,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-18,2024-06-29
P0006,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-22,2024-06-29
P0006,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-07,2024-06-29
P0006,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-25,2024-06-29
P0007,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-28,2024-06-29
P0007,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0007,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-11,2024-06-29
P0007,2024-06,TRN004,Ethics & Compliance Fundamentals,In Progress,59,,2024-06-29
P0008,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-01,2024-06-29
P0008,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,80,,2024-06-29
P0008,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-08,2024-06-29
P0008,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-24,2024-06-29
P0009,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-20,2024-06-29
P0009,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-15,2024-06-29
P0009,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-20,2024-06-29
P0009,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-14,2024-06-29
P0010,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-17,2024-06-29
P0010,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,43,,2024-06-29
P0010,2024-06,TRN003,Workplace Harassment Prevention,In Progress,73,,2024-06-29
P0010,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-05-31,2024-06-29
P0011,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-26,2024-06-29
P0011,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-05-31,2024-06-29
P0011,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-14,2024-06-29
P0011,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-27,2024-06-29
P0012,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-20,2024-06-29
P0012,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-03,2024-06-29
P0012,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-29,2024-06-29
P0012,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-17,2024-06-29
P0013,2024-06,TRN001,Annual Security Awareness,In Progress,83,,2024-06-29
P0013,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0013,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-07,2024-06-29
P0013,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-26,2024-06-29
P0014,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-12,2024-06-29
P0014,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-05-31,2024-06-29
P0014,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-07,2024-06-29
P0014,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-22,2024-06-29
P0015,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-15,2024-06-29
P0015,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0015,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-14,2024-06-29
P0015,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-04,2024-06-29
P0016,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-04,2024-06-29
P0016,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-06,2024-06-29
P0016,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-17,2024-06-29
P0016,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-04,2024-06-29
P0017,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-18,2024-06-29
P0017,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-12,2024-06-29
P0017,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0017,2024-06,TRN004,Ethics & Compliance Fundamentals,In Progress,70,,2024-06-29
P0018,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-02,2024-06-29
P0018,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-16,2024-06-29
P0018,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-03,2024-06-29
P0018,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-29,2024-06-29
P0019,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-02,2024-06-29
P0019,2024-06,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-06-29
P0019,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-10,2024-06-29
P0019,2024-06,TRN004,Ethics & Compliance Fundamentals,In Progress,72,,2024-06-29
P0020,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-12,2024-06-29
P0020,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-06,2024-06-29
P0020,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-17,2024-06-29
P0020,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-10,2024-06-29
P0021,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-12,2024-06-29
P0021,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-02,2024-06-29
P0021,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-27,2024-06-29
P0021,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-04,2024-06-29
P0022,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0022,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-26,2024-06-29
P0022,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-25,2024-06-29
P0022,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-01,2024-06-29
P0023,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-15,2024-06-29
P0023,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-08,2024-06-29
P0023,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-22,2024-06-29
P0023,2024-06,TRN004,Ethics & Compliance Fundamentals,In Progress,70,,2024-06-29
P0024,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-05,2024-06-29
P0024,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-23,2024-06-29
P0024,2024-06,TRN003,Workplace Harassment Prevention,In Progress,69,,2024-06-29
P0024,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-19,2024-06-29
P0025,2024-06,TRN001,Annual Security Awareness,In Progress,62,,2024-06-29
P0025,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-03,2024-06-29
P0025,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-16,2024-06-29
P0025,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-26,2024-06-29
P0026,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-15,2024-06-29
P0026,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-29,2024-06-29
